Super-Aggregation,Aggregation Level,Year,Sample Year End Date,Metric,Result Category,Concern Category,Proportion 2007,Lower Bound 2007,Upper Bound 2007,Change Analysis,Detectable,Proportion 2012,Lower Bound 2012,Upper Bound 2012,Proportions Difference,Lower Bound Difference,Upper Bound Difference,DiffEst,LB2-LB1,Significant
WSA9_by_Lake_Origin,TPL_NATURAL,2007,12/31/07,Lakeshore_Disturbance,Not Assessed,Not Assessed,0.00,0.00,0.00,Yes,No,0.01,0,0.01,0,-0.01,0.01,0.012,0.062,Yes
WSA9_by_Lake_Origin,TPL_NATURAL,2007,12/31/07,Lakeshore_Disturbance,Total,Total,1.00,1.00,1.00,Yes,No,0,0,0.01,0,-0.01,0.01,0.05,0.018,Yes
WSA9_by_Lake_Origin,UMW_MAN_MADE,2007,12/31/07,Lakeshore_Disturbance,Low,Low,0.18,0.00,0.36,Yes,Yes,0.6,0.57,0.63,0.3,0.26,0.34,0.09,0.065,No
WSA9_by_Lake_Origin,UMW_MAN_MADE,2007,12/31/07,Lakeshore_Disturbance,Medium,Medium,0.29,0.01,0.57,Yes,Yes,0.4,0.37,0.43,-0.3,-0.34,-0.26,0.038,0.086,No
WSA9_by_Lake_Origin,UMW_MAN_MADE,2007,12/31/07,Lakeshore_Disturbance,High,High,0.53,0.21,0.85,Yes,No,0.13,0.11,0.15,0,-0.03,0.03,0.023,0.025,No
WSA9_by_Lake_Origin,UMW_MAN_MADE,2007,12/31/07,Lakeshore_Disturbance,Total,Total,1.00,1.00,1.00,Yes,No,0.36,0.33,0.39,-0.01,-0.05,0.03,0.064,0.094,Yes
WSA9_by_Lake_Origin,UMW_NATURAL,2007,12/31/07,Lakeshore_Disturbance,Low,Low,0.42,0.27,0.57,Yes,No,0.29,0.26,0.32,-0.01,-0.05,0.03,0.098,0.079,Yes
WSA9_by_Lake_Origin,UMW_NATURAL,2007,12/31/07,Lakeshore_Disturbance,Medium,Medium,0.45,0.31,0.59,Yes,No,0.22,0.2,0.25,0.02,-0.02,0.06,0.009,0.087,Yes
WSA9_by_Lake_Origin,UMW_NATURAL,2007,12/31/07,Lakeshore_Disturbance,High,High,0.10,0.05,0.15,Yes,Yes,0.43,0.4,0.46,-0.1,-0.15,-0.06,0.072,0.082,No
WSA9_by_Lake_Origin,UMW_NATURAL,2007,12/31/07,Lakeshore_Disturbance,Not Assessed,Not Assessed,0.03,0.00,0.06,Yes,Yes,0.17,0.14,0.19,-0.1,-0.14,-0.07,0.004,0.011,No
WSA9_by_Lake_Origin,UMW_NATURAL,2007,12/31/07,Lakeshore_Disturbance,Total,Total,1.00,1.00,1.00,Yes,Yes,0.4,0.37,0.43,0.21,0.17,0.25,0.077,0.085,No
WSA9_by_Lake_Origin,WMT_MAN_MADE,2007,12/31/07,Lakeshore_Disturbance,Low,Low,0.47,0.25,0.69,Yes,Yes,0.6,0.57,0.63,0.02,-0.02,0.06,0.03,0.084,Yes
WSA9_by_Lake_Origin,WMT_MAN_MADE,2007,12/31/07,Lakeshore_Disturbance,Medium,Medium,0.36,0.19,0.54,Yes,Yes,0.26,0.23,0.29,0.02,-0.02,0.06,0.058,0.005,Yes
WSA9_by_Lake_Origin,WMT_MAN_MADE,2007,12/31/07,Lakeshore_Disturbance,High,High,0.17,0.00,0.34,Yes,Yes,0.14,0.12,0.16,-0.04,-0.07,-0.01,0.057,0,Yes
WSA9_by_Lake_Origin,WMT_MAN_MADE,2007,12/31/07,Lakeshore_Disturbance,Total,Total,1.00,1.00,1.00,Yes,No,0.46,0.43,0.49,0,-0.04,0.05,0.041,0.091,No
WSA9_by_Lake_Origin,WMT_NATURAL,2007,12/31/07,Lakeshore_Disturbance,Low,Low,0.52,0.31,0.74,Yes,No,0.18,0.16,0.21,0,-0.03,0.04,0.061,0.013,No
WSA9_by_Lake_Origin,WMT_NATURAL,2007,12/31/07,Lakeshore_Disturbance,Medium,Medium,0.45,0.24,0.66,Yes,No,0.35,0.32,0.38,-0.01,-0.05,0.03,0.027,0.011,No
WSA9_by_Lake_Origin,WMT_NATURAL,2007,12/31/07,Lakeshore_Disturbance,High,High,0.02,0.00,0.04,Yes,No,0.61,0.58,0.64,0.02,-0.02,0.06,0.065,0.085,Yes
WSA9_by_Lake_Origin,WMT_NATURAL,2007,12/31/07,Lakeshore_Disturbance,Not Assessed,Not Assessed,0.01,0.00,0.02,Yes,No,0.23,0.2,0.25,0.02,-0.01,0.06,0.08,0.087,Yes
WSA9_by_Lake_Origin,WMT_NATURAL,2007,12/31/07,Lakeshore_Disturbance,Total,Total,1.00,1.00,1.00,Yes,No,0.16,0.14,0.18,-0.04,-0.08,-0.01,0.022,0.052,Yes
WSA9_by_Lake_Origin,XER_MAN_MADE,2007,12/31/07,Lakeshore_Disturbance,Low,Low,0.12,0.04,0.19,Yes,No,0.46,0.43,0.49,-0.01,-0.05,0.04,0.07,0.015,No
WSA9_by_Lake_Origin,XER_MAN_MADE,2007,12/31/07,Lakeshore_Disturbance,Medium,Medium,0.62,0.42,0.82,Yes,No,0.19,0.17,0.22,-0.01,-0.04,0.03,0.078,0.07,No
WSA9_by_Lake_Origin,XER_MAN_MADE,2007,12/31/07,Lakeshore_Disturbance,High,High,0.26,0.07,0.46,Yes,No,0.34,0.31,0.37,0.02,-0.02,0.06,0.039,0.095,No
WSA9_by_Lake_Origin,XER_MAN_MADE,2007,12/31/07,Lakeshore_Disturbance,Not Assessed,Not Assessed,0.00,0.00,0.01,Yes,No,0.34,0.31,0.37,-0.01,-0.05,0.03,0.032,0.032,Yes
WSA9_by_Lake_Origin,XER_MAN_MADE,2007,12/31/07,Lakeshore_Disturbance,Total,Total,1.00,1.00,1.00,Yes,No,0.47,0.44,0.5,-0.01,-0.05,0.03,0.086,0.037,Yes
WSA9_by_Lake_Origin,XER_NATURAL,2007,12/31/07,Lakeshore_Disturbance,Low,Low,0.09,0.00,0.22,Yes,No,0.19,0.17,0.22,0.02,-0.01,0.05,0.1,0.035,Yes
WSA9_by_Lake_Origin,XER_NATURAL,2007,12/31/07,Lakeshore_Disturbance,Medium,Medium,0.67,0.42,0.93,No,,0.99,0.98,0.99,,,,0.028,0.069,Yes
WSA9_by_Lake_Origin,XER_NATURAL,2007,12/31/07,Lakeshore_Disturbance,High,High,0.24,0.02,0.46,No,,0.01,0.01,0.02,,,,0.032,0.015,No
WSA9_by_Lake_Origin,XER_NATURAL,2007,12/31/07,Lakeshore_Disturbance,Total,Total,1.00,1.00,1.00,No,,0,0,0,,,,0.083,0.083,No
WSA9_by_Lake_Origin,CPL_MAN_MADE,2007,12/31/07,Riparian_Vegetation_Cover,Good,Good,0.41,0.25,0.57,No,,0.88,0.86,0.9,,,,0.04,0.009,No
WSA9_by_Lake_Origin,CPL_MAN_MADE,2007,12/31/07,Riparian_Vegetation_Cover,Fair,Fair,0.18,0.09,0.26,No,,0.06,0.04,0.07,,,,0.016,0.052,Yes
WSA9_by_Lake_Origin,CPL_MAN_MADE,2007,12/31/07,Riparian_Vegetation_Cover,Poor,Poor,0.41,0.26,0.56,No,,0.01,0.01,0.02,,,,0.012,0.003,Yes
WSA9_by_Lake_Origin,CPL_MAN_MADE,2007,12/31/07,Riparian_Vegetation_Cover,Not Assessed,Not Assessed,0.00,0.00,0.00,No,,0.05,0.03,0.06,,,,0.049,0.035,Yes
WSA9_by_Lake_Origin,CPL_MAN_MADE,2007,12/31/07,Riparian_Vegetation_Cover,Total,Total,1.00,1.00,1.00,Yes,No,0.54,0.51,0.57,-0.02,-0.07,0.02,0.044,0.006,No
WSA9_by_Lake_Origin,CPL_NATURAL,2007,12/31/07,Riparian_Vegetation_Cover,Good,Good,0.07,0.00,0.15,Yes,No,0.19,0.17,0.22,-0.02,-0.06,0.01,0.028,0.076,No
WSA9_by_Lake_Origin,CPL_NATURAL,2007,12/31/07,Riparian_Vegetation_Cover,Fair,Fair,0.37,0.12,0.62,Yes,No,0.27,0.24,0.3,0.05,0.01,0.08,0.015,0.035,No
WSA9_by_Lake_Origin,CPL_NATURAL,2007,12/31/07,Riparian_Vegetation_Cover,Poor,Poor,0.56,0.31,0.81,Yes,No,0.58,0.55,0.61,-0.01,-0.05,0.04,0.039,0.025,Yes
WSA9_by_Lake_Origin,CPL_NATURAL,2007,12/31/07,Riparian_Vegetation_Cover,Not Assessed,Not Assessed,0.00,0.00,0.01,Yes,No,0.28,0.26,0.31,-0.01,-0.05,0.03,0.022,0.066,Yes
WSA9_by_Lake_Origin,CPL_NATURAL,2007,12/31/07,Riparian_Vegetation_Cover,Total,Total,1.00,1.00,1.00,Yes,No,0.14,0.12,0.16,0.01,-0.02,0.04,0.01,0.03,Yes
WSA9_by_Lake_Origin,NAP_MAN_MADE,2007,12/31/07,Riparian_Vegetation_Cover,Good,Good,0.57,0.37,0.76,Yes,Yes,0.71,0.68,0.74,-0.01,-0.05,0.03,0.09,0.079,No
WSA9_by_Lake_Origin,NAP_MAN_MADE,2007,12/31/07,Riparian_Vegetation_Cover,Fair,Fair,0.17,0.04,0.30,Yes,Yes,0.19,0.17,0.22,-0.01,-0.05,0.02,0.047,0.006,No
WSA9_by_Lake_Origin,NAP_MAN_MADE,2007,12/31/07,Riparian_Vegetation_Cover,Poor,Poor,0.26,0.09,0.44,Yes,Yes,0.1,0.08,0.11,0.03,0,0.05,0.099,0.058,No
WSA9_by_Lake_Origin,NAP_MAN_MADE,2007,12/31/07,Riparian_Vegetation_Cover,Total,Total,1.00,1.00,1.00,Yes,No,0.99,0.98,0.99,0,-0.01,0.01,0.051,0.091,Yes
WSA9_by_Lake_Origin,NAP_NATURAL,2007,12/31/07,Riparian_Vegetation_Cover,Good,Good,0.55,0.26,0.84,Yes,No,0.01,0,0.01,0,-0.01,0.01,0.012,0.062,Yes
WSA9_by_Lake_Origin,NAP_NATURAL,2007,12/31/07,Riparian_Vegetation_Cover,Fair,Fair,0.08,0.02,0.15,Yes,No,0,0,0.01,0,-0.01,0.01,0.05,0.018,Yes
WSA9_by_Lake_Origin,NAP_NATURAL,2007,12/31/07,Riparian_Vegetation_Cover,Poor,Poor,0.37,0.10,0.63,Yes,Yes,0.6,0.57,0.63,0.3,0.26,0.34,0.09,0.065,No
WSA9_by_Lake_Origin,NAP_NATURAL,2007,12/31/07,Riparian_Vegetation_Cover,Not Assessed,Not Assessed,0.00,0.00,0.01,Yes,Yes,0.4,0.37,0.43,-0.3,-0.34,-0.26,0.038,0.086,No
WSA9_by_Lake_Origin,NAP_NATURAL,2007,12/31/07,Riparian_Vegetation_Cover,Total,Total,1.00,1.00,1.00,Yes,No,0.13,0.11,0.15,0,-0.03,0.03,0.023,0.025,No
WSA9_by_Lake_Origin,NPL_MAN_MADE,2007,12/31/07,Riparian_Vegetation_Cover,Good,Good,0.03,0.00,0.08,Yes,No,0.36,0.33,0.39,-0.01,-0.05,0.03,0.064,0.094,Yes
WSA9_by_Lake_Origin,NPL_MAN_MADE,2007,12/31/07,Riparian_Vegetation_Cover,Fair,Fair,0.03,0.00,0.05,Yes,No,0.29,0.26,0.32,-0.01,-0.05,0.03,0.098,0.079,Yes
WSA9_by_Lake_Origin,NPL_MAN_MADE,2007,12/31/07,Riparian_Vegetation_Cover,Poor,Poor,0.92,0.00,0.00,Yes,No,0.22,0.2,0.25,0.02,-0.02,0.06,0.009,0.087,Yes
WSA9_Ecoregions,CPL,2007,12/31/07,Total_Phosphorus,Good,Good,0.40,0.28,0.52,Yes,Yes,0.43,0.4,0.46,-0.1,-0.15,-0.06,0.072,0.082,No
WSA9_Ecoregions,CPL,2007,12/31/07,Total_Phosphorus,Fair,Fair,0.11,0.05,0.18,Yes,Yes,0.17,0.14,0.19,-0.1,-0.14,-0.07,0.004,0.011,No
WSA9_Ecoregions,CPL,2007,12/31/07,Total_Phosphorus,Poor,Poor,0.49,0.35,0.62,Yes,Yes,0.4,0.37,0.43,0.21,0.17,0.25,0.077,0.085,No
WSA9_Ecoregions,CPL,2007,12/31/07,Total_Phosphorus,Total,Total,1.00,1.00,1.00,Yes,Yes,0.6,0.57,0.63,0.02,-0.02,0.06,0.03,0.084,Yes
WSA9_Ecoregions,NAP,2007,12/31/07,Total_Phosphorus,Good,Good,0.55,0.33,0.78,Yes,Yes,0.26,0.23,0.29,0.02,-0.02,0.06,0.058,0.005,Yes
WSA9_Ecoregions,NAP,2007,12/31/07,Total_Phosphorus,Fair,Fair,0.14,0.05,0.23,Yes,Yes,0.14,0.12,0.16,-0.04,-0.07,-0.01,0.057,0,Yes
WSA9_Ecoregions,NAP,2007,12/31/07,Total_Phosphorus,Poor,Poor,0.31,0.11,0.51,Yes,No,0.46,0.43,0.49,0,-0.04,0.05,0.041,0.091,No
WSA9_Ecoregions,NAP,2007,12/31/07,Total_Phosphorus,Total,Total,1.00,1.00,1.00,Yes,No,0.18,0.16,0.21,0,-0.03,0.04,0.061,0.013,No
WSA9_Ecoregions,NPL,2007,12/31/07,Total_Phosphorus,Good,Good,0.10,0.05,0.15,Yes,No,0.35,0.32,0.38,-0.01,-0.05,0.03,0.027,0.011,No
WSA9_Ecoregions,NPL,2007,12/31/07,Total_Phosphorus,Fair,Fair,0.10,0.01,0.19,Yes,No,0.61,0.58,0.64,0.02,-0.02,0.06,0.065,0.085,Yes
WSA9_Ecoregions,NPL,2007,12/31/07,Total_Phosphorus,Poor,Poor,0.80,0.70,0.90,Yes,No,0.23,0.2,0.25,0.02,-0.01,0.06,0.08,0.087,Yes
WSA9_Ecoregions,NPL,2007,12/31/07,Total_Phosphorus,Total,Total,1.00,1.00,1.00,Yes,No,0.16,0.14,0.18,-0.04,-0.08,-0.01,0.022,0.052,Yes
WSA9_Ecoregions,SAP,2007,12/31/07,Total_Phosphorus,Good,Good,0.23,0.07,0.39,Yes,No,0.46,0.43,0.49,-0.01,-0.05,0.04,0.07,0.015,No
WSA9_Ecoregions,SAP,2007,12/31/07,Total_Phosphorus,Fair,Fair,0.10,0.04,0.16,Yes,No,0.19,0.17,0.22,-0.01,-0.04,0.03,0.078,0.07,No
WSA9_Ecoregions,SAP,2007,12/31/07,Total_Phosphorus,Poor,Poor,0.67,0.51,0.83,Yes,No,0.34,0.31,0.37,0.02,-0.02,0.06,0.039,0.095,No
WSA9_Ecoregions,SAP,2007,12/31/07,Total_Phosphorus,Total,Total,1.00,1.00,1.00,Yes,No,0.34,0.31,0.37,-0.01,-0.05,0.03,0.032,0.032,Yes
WSA9_Ecoregions,SPL,2007,12/31/07,Total_Phosphorus,Good,Good,0.28,0.09,0.47,Yes,No,0.47,0.44,0.5,-0.01,-0.05,0.03,0.086,0.037,Yes
WSA9_Ecoregions,SPL,2007,12/31/07,Total_Phosphorus,Fair,Fair,0.13,0.00,0.29,Yes,No,0.19,0.17,0.22,0.02,-0.01,0.05,0.1,0.035,Yes
WSA9_Ecoregions,SPL,2007,12/31/07,Total_Phosphorus,Poor,Poor,0.59,0.35,0.82,No,No,0.99,0.98,0.99,,,,0.028,0.069,Yes
WSA9_Ecoregions,SPL,2007,12/31/07,Total_Phosphorus,Total,Total,1.00,1.00,1.00,No,No,0.01,0.01,0.02,,,,0.032,0.015,No
WSA9_Ecoregions,TPL,2007,12/31/07,Total_Phosphorus,Good,Good,0.25,0.12,0.37,No,No,0,0,0,,,,0.083,0.083,No
WSA9_Ecoregions,TPL,2007,12/31/07,Total_Phosphorus,Fair,Fair,0.29,0.11,0.48,No,No,0.88,0.86,0.9,,,,0.04,0.009,No
WSA9_Ecoregions,TPL,2007,12/31/07,Total_Phosphorus,Poor,Poor,0.46,0.31,0.61,No,No,0.06,0.04,0.07,,,,0.016,0.052,Yes
WSA9_Ecoregions,TPL,2007,12/31/07,Total_Phosphorus,Total,Total,1.00,1.00,1.00,No,No,0.01,0.01,0.02,,,,0.012,0.003,Yes
WSA9_Ecoregions,UMW,2007,12/31/07,Total_Phosphorus,Good,Good,0.57,0.44,0.69,No,No,0.05,0.03,0.06,,,,0.049,0.035,Yes
WSA9_Ecoregions,UMW,2007,12/31/07,Total_Phosphorus,Fair,Fair,0.20,0.12,0.28,Yes,No,0.54,0.51,0.57,-0.02,-0.07,0.02,0.044,0.006,No
WSA9_Ecoregions,UMW,2007,12/31/07,Total_Phosphorus,Poor,Poor,0.23,0.14,0.33,Yes,No,0.19,0.17,0.22,-0.02,-0.06,0.01,0.028,0.076,No
WSA9_Ecoregions,UMW,2007,12/31/07,Total_Phosphorus,Total,Total,1.00,1.00,1.00,Yes,No,0.27,0.24,0.3,0.05,0.01,0.08,0.015,0.035,No
WSA9_Ecoregions,WMT,2007,12/31/07,Total_Phosphorus,Good,Good,0.66,0.53,0.79,Yes,No,0.58,0.55,0.61,-0.01,-0.05,0.04,0.039,0.025,Yes
WSA9_Ecoregions,WMT,2007,12/31/07,Total_Phosphorus,Fair,Fair,0.17,0.09,0.25,Yes,No,0.28,0.26,0.31,-0.01,-0.05,0.03,0.022,0.066,Yes
WSA9_Ecoregions,WMT,2007,12/31/07,Total_Phosphorus,Poor,Poor,0.17,0.07,0.26,Yes,No,0.14,0.12,0.16,0.01,-0.02,0.04,0.01,0.03,Yes
WSA9_Ecoregions,WMT,2007,12/31/07,Total_Phosphorus,Total,Total,1.00,1.00,1.00,Yes,Yes,0.71,0.68,0.74,-0.01,-0.05,0.03,0.09,0.079,No
WSA9_Ecoregions,XER,2007,12/31/07,Total_Phosphorus,Good,Good,0.54,0.36,0.72,Yes,Yes,0.19,0.17,0.22,-0.01,-0.05,0.02,0.047,0.006,No
WSA9_Ecoregions,XER,2007,12/31/07,Total_Phosphorus,Fair,Fair,0.07,0.02,0.12,Yes,Yes,0.1,0.08,0.11,0.03,0,0.05,0.099,0.058,No
WSA9_Ecoregions,XER,2007,12/31/07,Total_Phosphorus,Poor,Poor,0.39,0.20,0.57,Yes,No,0.99,0.98,0.99,0,-0.01,0.01,0.051,0.091,Yes
WSA9_Ecoregions,XER,2007,12/31/07,Total_Phosphorus,Total,Total,1.00,1.00,1.00,Yes,No,0.01,0,0.01,0,-0.01,0.01,0.012,0.062,Yes
WSA9_Ecoregions,CPL,2007,12/31/07,Total_Nitrogen,Good,Good,0.32,0.21,0.43,Yes,No,0,0,0.01,0,-0.01,0.01,0.05,0.018,Yes
WSA9_Ecoregions,CPL,2007,12/31/07,Total_Nitrogen,Fair,Fair,0.07,0.01,0.12,Yes,Yes,0.6,0.57,0.63,0.3,0.26,0.34,0.09,0.065,No
WSA9_Ecoregions,CPL,2007,12/31/07,Total_Nitrogen,Poor,Poor,0.61,0.49,0.73,Yes,Yes,0.4,0.37,0.43,-0.3,-0.34,-0.26,0.038,0.086,No
WSA9_Ecoregions,CPL,2007,12/31/07,Total_Nitrogen,Total,Total,1.00,1.00,1.00,Yes,No,0.13,0.11,0.15,0,-0.03,0.03,0.023,0.025,No
WSA9_Ecoregions,NAP,2007,12/31/07,Total_Nitrogen,Good,Good,0.63,0.42,0.84,Yes,No,0.36,0.33,0.39,-0.01,-0.05,0.03,0.064,0.094,Yes
WSA9_Ecoregions,NAP,2007,12/31/07,Total_Nitrogen,Fair,Fair,0.15,0.05,0.25,Yes,No,0.29,0.26,0.32,-0.01,-0.05,0.03,0.098,0.079,Yes
WSA9_Ecoregions,NAP,2007,12/31/07,Total_Nitrogen,Poor,Poor,0.22,0.03,0.40,Yes,No,0.22,0.2,0.25,0.02,-0.02,0.06,0.009,0.087,Yes
WSA9_Ecoregions,NAP,2007,12/31/07,Total_Nitrogen,Total,Total,1.00,1.00,1.00,Yes,Yes,0.43,0.4,0.46,-0.1,-0.15,-0.06,0.072,0.082,No
WSA9_Ecoregions,NPL,2007,12/31/07,Total_Nitrogen,Good,Good,0.05,0.02,0.07,Yes,Yes,0.17,0.14,0.19,-0.1,-0.14,-0.07,0.004,0.011,No
WSA9_Ecoregions,NPL,2007,12/31/07,Total_Nitrogen,Fair,Fair,0.25,0.12,0.38,Yes,Yes,0.4,0.37,0.43,0.21,0.17,0.25,0.077,0.085,No
WSA9_Ecoregions,NPL,2007,12/31/07,Total_Nitrogen,Poor,Poor,0.70,0.57,0.84,Yes,Yes,0.6,0.57,0.63,0.02,-0.02,0.06,0.03,0.084,Yes
WSA9_Ecoregions,NPL,2007,12/31/07,Total_Nitrogen,Total,Total,1.00,1.00,1.00,Yes,Yes,0.26,0.23,0.29,0.02,-0.02,0.06,0.058,0.005,Yes
WSA9_Ecoregions,SAP,2007,12/31/07,Total_Nitrogen,Good,Good,0.23,0.08,0.38,Yes,Yes,0.14,0.12,0.16,-0.04,-0.07,-0.01,0.057,0,Yes
WSA9_Ecoregions,SAP,2007,12/31/07,Total_Nitrogen,Fair,Fair,0.13,0.03,0.23,Yes,No,0.46,0.43,0.49,0,-0.04,0.05,0.041,0.091,No
WSA9_Ecoregions,SAP,2007,12/31/07,Total_Nitrogen,Poor,Poor,0.64,0.47,0.81,Yes,No,0.18,0.16,0.21,0,-0.03,0.04,0.061,0.013,No
WSA9_Ecoregions,SAP,2007,12/31/07,Total_Nitrogen,Total,Total,1.00,1.00,1.00,Yes,No,0.35,0.32,0.38,-0.01,-0.05,0.03,0.027,0.011,No
WSA9_Ecoregions,SPL,2007,12/31/07,Total_Nitrogen,Good,Good,0.27,0.09,0.46,Yes,No,0.61,0.58,0.64,0.02,-0.02,0.06,0.065,0.085,Yes
WSA9_Ecoregions,SPL,2007,12/31/07,Total_Nitrogen,Fair,Fair,0.12,0.00,0.28,Yes,No,0.23,0.2,0.25,0.02,-0.01,0.06,0.08,0.087,Yes
WSA9_Ecoregions,SPL,2007,12/31/07,Total_Nitrogen,Poor,Poor,0.61,0.38,0.84,Yes,No,0.16,0.14,0.18,-0.04,-0.08,-0.01,0.022,0.052,Yes
WSA9_Ecoregions,SPL,2007,12/31/07,Total_Nitrogen,Total,Total,1.00,1.00,1.00,Yes,No,0.46,0.43,0.49,-0.01,-0.05,0.04,0.07,0.015,No
WSA9_Ecoregions,TPL,2007,12/31/07,Total_Nitrogen,Good,Good,0.24,0.11,0.36,Yes,No,0.19,0.17,0.22,-0.01,-0.04,0.03,0.078,0.07,No
WSA9_Ecoregions,TPL,2007,12/31/07,Total_Nitrogen,Fair,Fair,0.43,0.26,0.60,Yes,No,0.34,0.31,0.37,0.02,-0.02,0.06,0.039,0.095,No
WSA9_Ecoregions,TPL,2007,12/31/07,Total_Nitrogen,Poor,Poor,0.33,0.21,0.46,Yes,No,0.34,0.31,0.37,-0.01,-0.05,0.03,0.032,0.032,Yes
WSA9_Ecoregions,TPL,2007,12/31/07,Total_Nitrogen,Total,Total,1.00,1.00,1.00,Yes,No,0.47,0.44,0.5,-0.01,-0.05,0.03,0.086,0.037,Yes
WSA9_Ecoregions,UMW,2007,12/31/07,Total_Nitrogen,Good,Good,0.48,0.34,0.63,Yes,No,0.19,0.17,0.22,0.02,-0.01,0.05,0.1,0.035,Yes
WSA9_Ecoregions,UMW,2007,12/31/07,Total_Nitrogen,Fair,Fair,0.24,0.13,0.36,No,,0.99,0.98,0.99,,,,0.028,0.069,Yes
WSA9_Ecoregions,UMW,2007,12/31/07,Total_Nitrogen,Poor,Poor,0.27,0.11,0.43,No,,0.01,0.01,0.02,,,,0.032,0.015,No
WSA9_Ecoregions,UMW,2007,12/31/07,Total_Nitrogen,Total,Total,1.00,1.00,1.00,No,,0,0,0,,,,0.083,0.083,No
WSA9_Ecoregions,WMT,2007,12/31/07,Total_Nitrogen,Good,Good,0.65,0.51,0.79,No,,0.88,0.86,0.9,,,,0.04,0.009,No
WSA9_Ecoregions,WMT,2007,12/31/07,Total_Nitrogen,Fair,Fair,0.15,0.06,0.24,No,,0.06,0.04,0.07,,,,0.016,0.052,Yes
WSA9_Ecoregions,WMT,2007,12/31/07,Total_Nitrogen,Poor,Poor,0.20,0.11,0.29,No,,0.01,0.01,0.02,,,,0.012,0.003,Yes
WSA9_Ecoregions,WMT,2007,12/31/07,Total_Nitrogen,Total,Total,1.00,1.00,1.00,No,,0.05,0.03,0.06,,,,0.049,0.035,Yes
WSA9_Ecoregions,XER,2007,12/31/07,Total_Nitrogen,Good,Good,0.41,0.24,0.58,Yes,No,0.54,0.51,0.57,-0.02,-0.07,0.02,0.044,0.006,No
WSA9_Ecoregions,XER,2007,12/31/07,Total_Nitrogen,Fair,Fair,0.27,0.10,0.44,Yes,No,0.19,0.17,0.22,-0.02,-0.06,0.01,0.028,0.076,No
WSA9_Ecoregions,XER,2007,12/31/07,Total_Nitrogen,Poor,Poor,0.32,0.15,0.48,Yes,No,0.27,0.24,0.3,0.05,0.01,0.08,0.015,0.035,No
WSA9_Ecoregions,XER,2007,12/31/07,Total_Nitrogen,Total,Total,1.00,1.00,1.00,Yes,No,0.58,0.55,0.61,-0.01,-0.05,0.04,0.039,0.025,Yes
WSA9_Ecoregions,CPL,2007,12/31/07,Acidification,Good,Good,0.93,0.86,1.00,Yes,No,0.28,0.26,0.31,-0.01,-0.05,0.03,0.022,0.066,Yes
WSA9_Ecoregions,CPL,2007,12/31/07,Acidification,Fair-Low_ANC_Dep,Fair-Low_ANC_Dep,0.07,0.00,0.13,Yes,No,0.14,0.12,0.16,0.01,-0.02,0.04,0.01,0.03,Yes
WSA9_Ecoregions,CPL,2007,12/31/07,Acidification,Poor-Acid_Mine,Poor-Acid_Mine,0.00,0.00,0.00,Yes,Yes,0.71,0.68,0.74,-0.01,-0.05,0.03,0.09,0.079,No
WSA9_Ecoregions,CPL,2007,12/31/07,Acidification,Natural_Organic_Acid,Natural_Organic_Acid,0.01,0.00,0.02,Yes,Yes,0.19,0.17,0.22,-0.01,-0.05,0.02,0.047,0.006,No
WSA9_Ecoregions,CPL,2007,12/31/07,Acidification,Total,Total,1.00,1.00,1.00,Yes,Yes,0.1,0.08,0.11,0.03,0,0.05,0.099,0.058,No
WSA9_Ecoregions,NAP,2007,12/31/07,Acidification,Good,Good,0.94,0.88,1.00,Yes,No,0.99,0.98,0.99,0,-0.01,0.01,0.051,0.091,Yes
WSA9_Ecoregions,NAP,2007,12/31/07,Acidification,Fair-Low_ANC_Dep,Fair-Low_ANC_Dep,0.05,0.00,0.10,Yes,No,0.01,0,0.01,0,-0.01,0.01,0.012,0.062,Yes
WSA9_Ecoregions,NAP,2007,12/31/07,Acidification,Natural_Organic_Acid,Natural_Organic_Acid,0.01,0.00,0.03,Yes,No,0,0,0.01,0,-0.01,0.01,0.05,0.018,Yes
WSA9_Ecoregions,NAP,2007,12/31/07,Acidification,Total,Total,1.00,1.00,1.00,Yes,Yes,0.6,0.57,0.63,0.3,0.26,0.34,0.09,0.065,No
WSA9_Ecoregions,NPL,2007,12/31/07,Acidification,Good,Good,1.00,1.00,1.00,Yes,Yes,0.4,0.37,0.43,-0.3,-0.34,-0.26,0.038,0.086,No
WSA9_Ecoregions,NPL,2007,12/31/07,Acidification,Total,Total,1.00,1.00,1.00,Yes,No,0.13,0.11,0.15,0,-0.03,0.03,0.023,0.025,No
WSA9_Ecoregions,SAP,2007,12/31/07,Acidification,Good,Good,1.00,1.00,1.00,Yes,No,0.36,0.33,0.39,-0.01,-0.05,0.03,0.064,0.094,Yes
WSA9_Ecoregions,SAP,2007,12/31/07,Acidification,Total,Total,1.00,1.00,1.00,Yes,No,0.29,0.26,0.32,-0.01,-0.05,0.03,0.098,0.079,Yes
WSA9_Ecoregions,SPL,2007,12/31/07,Acidification,Good,Good,1.00,1.00,1.00,Yes,No,0.22,0.2,0.25,0.02,-0.02,0.06,0.009,0.087,Yes
WSA9_Ecoregions,SPL,2007,12/31/07,Acidification,Total,Total,1.00,1.00,1.00,Yes,Yes,0.43,0.4,0.46,-0.1,-0.15,-0.06,0.072,0.082,No
